Drug Name,CAS,smiles,DockingScore
Lopinavir,192725-17-0,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4,-6.7
Mometasone furoate,83919-23-7,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,-6.7
Mupirocin,12650-69-0,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]2O,-6.7
Capecitabine,154361-50-9,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,-6.7
Gentamycin sulfate,1405-41-0,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,-6.7
GATIFLOXACIN,112811-59-3,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(O)=O,-6.7
Hydrocortisone acetate,50-03-3,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,-6.7
Diethylstilbestrol,56-53-1,CC\C(c1ccc(O)cc1)=C(CC)/c2ccc(O)cc2,-6.7
Clindamycin phosphate,24729-96-2,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,-6.7
Warfarin sodium,129-06-6,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+],-6.7
Erythromycin ethylsuccinate,1264-62-6,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,-6.7
Ropivacaine,84057-95-4,CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,-6.7
Ciprofloxacin hydrochloride,93107-08-5,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.Cl,-6.7
Eletriptan HBr,177834-92-3,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4.Br,-6.7
Fluticasone propionate,80474-14-2,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,-6.7
(R)-Fexofenadine,-,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,-6.6
Vinblastine,865-21-4,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,-6.6
Umeclidinium,869185-19-3,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5,-6.6
Gefitinib,184475-35-2,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,-6.6
"Morphinanium, 17-(cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxy-17-methyl-6-oxo-, (5alpha)-",916055-93-1,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6,-6.6
(S)-Carvedilol,95094-00-1,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,-6.6
(R)-Gatifloxacin,-,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,-6.6
"(2S,3S,4R,5R)-2-[(1S,2R,3R,4R,6S)-4,6-Diamino-3-[(2S,3S,6S)-3-amino-6-[(1R)-1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",-,CN[C@H](C)[C@@H]1CC[C@H](N)[C@@H](O1)O[C@@H]2[C@H](N)C[C@H](N)[C@H](O[C@@H]3OC[C@](C)(O)[C@H](NC)[C@@H]3O)[C@@H]2O,-6.6
"(2S,3S,4R,5R)-2-[(1S,2S,3R,4R,6S)-4,6-Diamino-3-[(2S,3S,6S)-3-amino-6-[(1R)-1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",-,CN[C@H](C)[C@@H]1CC[C@H](N)[C@@H](O1)O[C@@H]2[C@H](N)C[C@H](N)[C@H](O[C@@H]3OC[C@](C)(O)[C@H](NC)[C@@H]3O)[C@H]2O,-6.6
Halobetasol propionate,66852-54-8,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,-6.6
"(1R,2S,5S)-N-[(2R)-4-Amino-1-cyclobutyl-3,4-dioxobutan-2-yl]-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide",569677-41-4,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](CC3CCC3)C(=O)C(N)=O)C2(C)C)C(C)(C)C,-6.6
"(1S,3S,5S)-2-[(2S)-2-Amino-2-[(5S,7S)-3-hydroxy-1-adamantyl]acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile",-,N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34C[C@@H]5C[C@H](CC(O)(C5)C3)C4,-6.6
Simvastatin,79902-63-9,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-6.6
Perphenazine,58-39-9,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-6.6
Medroxyprogesterone acetate,71-58-9,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,-6.6
Moexipril,103775-10-6,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(O)=O,-6.6
Mitomycin,50-07-7,CO[C@@]12[C@H](COC(N)=O)C3=C(N1C[C@@H]4N[C@H]24)C(=O)C(=C(N)C3=O)C,-6.6
Butorphanol,42408-82-2,Oc1ccc2C[C@H]3N(CC[C@@]4(CCCC[C@@]34O)c2c1)CC5CCC5,-6.6
(8S)-Ipratropium,-,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,-6.6
Lovastatin,75330-75-5,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-6.6
2-Hydroxy-5-((1S)-1-hydroxy-2-(((1S)-1-methyl-3-phenylpropyl)amino)ethyl)benzamide,83167-24-2,C[C@@H](CCc1ccccc1)NC[C@@H](O)c2ccc(O)c(c2)C(N)=O,-6.6
Clobazam,22316-47-8,CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13,-6.6
Doripenem,148016-81-3,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(O)=O)S[C@@H]3CN[C@H](CN[S](N)(=O)=O)C3,-6.6
Hyoscyamine,101-31-5,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3,-6.6
Treprostinil,81846-19-7,CCCCC[C@@H](O)CC[C@@H]1[C@@H](O)C[C@H]2Cc3c(C[C@@H]12)cccc3OCC(O)=O,-6.6
Triprolidine,486-12-4,Cc1ccc(cc1)\C(=C/CN2CCCC2)c3ccccn3,-6.6
Griseofulvin,126-07-8,COC1CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,-6.6
Quazepam,36735-22-5,Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,-6.6
(-)-Carteolol,81102-77-4,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,-6.6
Furosemide,54-31-9,N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,-6.6
Almotriptan,154323-57-6,CN(C)CCc1c[nH]c2ccc(C[S](=O)(=O)N3CCCC3)cc12,-6.6
(R)-Propafenone,107381-31-7,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,-6.6
Lincomycin,154-21-2,CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,-6.6
Rufinamide,106308-44-5,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,-6.6
(R)-Etodolac,87226-41-3,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,-6.6
Perindopril,82834-16-0,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,-6.6
(S)-Etodolac,87249-11-4,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,-6.6
Retinol,68-26-8,CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-6.6
Xylometazoline,526-36-3,Cc1cc(cc(C)c1CC2=NCCN2)C(C)(C)C,-6.6
"3,5-Diamino-6-chloro-N-(diaminomethylidene)pyrazine-2-carboxamide",2609-46-3,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,-6.6
(S)-Butoconazole,151909-74-9,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,-6.6
Dapsone,80-08-0,Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,-6.6
Benzoyl peroxide,94-36-0,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,-6.6
Anagrelide,68475-42-3,Clc1ccc2NC3=NC(=O)CN3Cc2c1Cl,-6.6
Tasimelteon,609799-22-6,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,-6.6
Dexrazoxane,24584-09-6,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,-6.6
"Luliconazole, (+)-",256424-63-2,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,-6.6
Luliconazole,187164-19-8,Clc1ccc([C@@H]2CSC(/S2)=C(/C#N)n3ccnc3)c(Cl)c1,-6.6
Stavudine,3056-17-5,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,-6.6
Gemfibrozil,25812-30-0,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,-6.6
Edaravone,89-25-8,CC1=NN(C(=O)C1)c2ccccc2,-6.6
Dexibuprofen,51146-56-6,CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,-6.6
Amitriptyline hydrochloride,549-18-8,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,-6.6
Clothiapine,2058-52-8,CN1CCN(CC1)C2=Nc3ccccc3Sc4ccc(Cl)cc24,-6.6
N-Acetyl-L-tryptophan,1218-34-4,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,-6.6
Fenoprofen,29679-58-1,CC(C(O)=O)c1cccc(Oc2ccccc2)c1,-6.6
Nalorphine hydrochloride,57-29-4,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.Cl,-6.6
Acebutolol,37517-30-9,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,-6.6
Hyoscyamine hydrobromide,306-03-6,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.Br,-6.6
Adenosine monophosphate,61-19-8,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,-6.6
Medazepam,364854,CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13,-6.6
Nimodipine,66085-59-4,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OC(C)C)C,-6.6
Homatropine,87-00-3,CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,-6.6
Naftifine hydrochloride,65473-14-5,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,-6.6
Biperiden hydrochloride,1235-82-1,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,-6.6
Cinnamedrine hydrochloride,22194-13-4,CC(C(C1=CC=CC=C1)O)N(C)CC=CC2=CC=CC=C2.Cl,-6.6
Atropine,51-55-8,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,-6.6
Metampicillin,6489-97-0,CC1(C)SC2C(NC(=O)C(N=C)c3ccccc3)C(=O)N2C1C(O)=O,-6.6
Piperidolate hydrochloride,129-77-1,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,-6.6
Somatostatin,38916-34-6,CC(N)C(=O)NCC(=O)NC1CSSCC(NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5ccccc5)NC(=O)C(Cc6ccccc6)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O)C(C)O)C(C)O)C(O)=O,-6.6
Cyclacillin,3485-14-1,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O,-6.6
CYCLIZINE HCl,303-25-3,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,-6.6
Xylometazoline hydrochloride,1218-35-5,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,-6.6
4-Methylumbelliferone,90-33-5,CC1=CC(=O)Oc2cc(O)ccc12,-6.6
Fexofenadine hydrochloride,153439-40-8,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,-6.6
Thioridazine hydrochloride,130-61-0,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,-6.6
Bunazosin hydrochloride,52712-76-2,CCCC(=O)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl,-6.6
Ticlopidine hydrochloride,53885-35-1,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,-6.6
Hydrocortisone butyrate,13609-67-1,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,-6.6
Ibuprofen,15687-27-1,CC(C)Cc1ccc(cc1)C(C)C(O)=O,-6.6
Noscapine,128-62-1,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,-6.6
Hydroflumethiazide,135-09-1,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,-6.6
Amorolfine hydrochloride,78613-38-4,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C.Cl,-6.6
Alminoprofen,39718-89-3,CC(C(O)=O)c1ccc(NCC(C)=C)cc1,-6.6
Fluphenazine decanoate,5002-47-1,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,-6.6
Nimesulide,51803-78-2,C[S](=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+]([O-])=O,-6.6
Clobetasone butyrate,25122-57-0,CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,-6.6
Riboflavin tetrabutyrate,752-56-7,CCCC(=O)OCC(C(C(CN1C2=C(C=C(C(=C2)C)C)N=C3C1=NC(=O)NC3=O)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,-6.6
Nordazepam,1088-11-5,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,-6.6
Quinine ethylcarbonate,83-75-0,CCOC(=O)OC(C1CC2CCN1CC2C=C)C3=C4C=C(C=CC4=NC=C3)OC,-6.6
Cabazitaxel,183133-96-2,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,-6.6
Tacrolimus (FK506),104987-11-3,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,-6.6
Daptomycin,103060-53-3,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)NC3C(C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)C(C)CC(O)=O,-6.6
Cefotiam hydrochloride,66309-69-1,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O.Cl.Cl,-6.6
Isotretinoin,4759-48-2,CC1=C(\C=C\C(C)=C\C=C\C(C)=C/C(O)=O)C(C)(C)CCC1,-6.6
Clobetasol propionate,25122-46-7,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,-6.6
Naftifine hydrochloride,65473-14-5,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,-6.6
Stavudine,3056-17-5,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,-6.6
Nortriptyline hydrochloride,894-71-3,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,-6.6
Lovastatin,75330-75-5,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-6.6
Methylprednisolone,83-43-2,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-6.6
Betamethasone 17-valerate,2152-44-5,CCCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CO,-6.6
Mepivacaine hydrochloride,1722-62-9,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl,-6.6
Sulfameter,651-06-9,COc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1,-6.6
Sulfamethazine,57-68-1,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,-6.6
Simvastatin,79902-63-9,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-6.6
Topiramate,97240-79-4,CC1(C)O[C@@H]2CO[C@@]3(CO[S](N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,-6.6
Sertraline hydrochloride,79559-97-0,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,-6.6
Linezolid,165800-03-3,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,-6.6
Atropine,51-55-8,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,-6.6
Clofarabine,123318-82-1,Nc1nc(Cl)nc2n(cnc12)C3OC(CO)C(O)C3F,-6.6
Hydrocortisone Valerate,57524-89-7,CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,-6.6
Iodipamide,606-17-7,OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(O)=O)c2I)c1I,-6.6
Tamsulosin hydrochloride,106463-17-6,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,-6.6
Homatropine Bromide,51-56-9,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br,-6.6
Toremifene,89778-26-7,CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)c2ccccc2)c3ccccc3,-6.6
Ipratropium bromide monohydrate,66985-17-9,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-],-6.6
Lopinavir,192725-17-0,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4,-6.5
Estramustine,2998-57-4,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2O,-6.5
CID 94865930,-,C1CC(CCC1OP(=O)(O)OCC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)(C2=CC=CC=C2)C3=CC=CC=C3,-6.5
Fosveset,193901-91-6,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)C[C@H](CO[P](O)(=O)OC1CCC(CC1)(c2ccccc2)c3ccccc3)N(CC(O)=O)CC(O)=O,-6.5
"Atracurium, (1R,2R,1'S,2'R)-(+/-)-",112242-41-8,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,-6.5
Quinidine,56-54-2,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-6.5
(R)-Carvedilol,95093-99-5,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,-6.5
Riboflavin,83-88-5,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-6.5
Docetaxel,114977-28-5,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,-6.5
"(1S,3S,5S)-2-[(2S)-2-Amino-2-[(5R,7R)-3-hydroxy-1-adamantyl]acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile",361442-04-8,N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34C[C@H]5C[C@@H](CC(O)(C5)C3)C4,-6.5
Artemether,71963-77-4,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,-6.5
Hydroxyprogesterone caproate,630-56-8,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C,-6.5
"(1R,2S,5S)-N-[(2S)-4-Amino-1-cyclobutyl-3,4-dioxobutan-2-yl]-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide",569677-40-3,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](CC3CCC3)C(=O)C(N)=O)C2(C)C)C(C)(C)C,-6.5
Sacubitril,149709-62-6,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,-6.5
"(2Z,4Z,6E,8Z)-3,7-Dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",-,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-6.5
Dofetilide,115256-11-6,CN(CCOc1ccc(N[S](C)(=O)=O)cc1)CCc2ccc(N[S](C)(=O)=O)cc2,-6.5
10-{2-[(2s)-1-Methylpiperidin-2-Yl]ethyl}-2-(Methylsulfanyl)-10h-Phenothiazine,-,CSc1ccc2Sc3ccccc3N(CC[C@@H]4CCCCN4C)c2c1,-6.5
Uridine triacetate,4105-38-8,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,-6.5
Nortriptyline,72-69-5,CNCCC=C1c2ccccc2CCc3ccccc13,-6.5
Cefoxitin,35607-66-0,CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,-6.5
Enalapril,75847-73-3,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,-6.5
Dexnorgestrel,-,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,-6.5
(+)-Isradipine,84260-64-0,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,-6.5
Clofarabine,123318-82-1,Nc1nc(Cl)nc2n(cnc12)C3OC(CO)C(O)C3F,-6.5
Nandrolone decanoate,360-70-3,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,-6.5
Amitriptyline,50-48-6,CN(C)CCC=C1c2ccccc2CCc3ccccc13,-6.5
(R)-Colchicine,75520-89-7,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,-6.5
Nevirapine,129618-40-2,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,-6.5
(Z)-N-Hydroxy-3-[4-[[2-(2-methyl-1H-indol-3-yl)ethylamino]methyl]phenyl]prop-2-enamide,-,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C/C(=O)NO)cc3,-6.5
"Pyrrolidinium, 3-(((2S)-cyclopentylhydroxyphenylacetyl)oxy)-1,1-dimethyl-, (3S)-",754152-54-0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,-6.5
Clomipramine,303-49-1,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,-6.5
Efinaconazole,164650-44-6,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3,-6.5
"Pyrrolidinium, 3-((cyclopentylhydroxyphenylacetyl)oxy)-1,1-dimethyl-",740028-90-4,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,-6.5
Zanamivir,139110-80-8,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O)N=C(N)N,-6.5
"Pyrrolidinium, 3-(((2S)-cyclopentylhydroxyphenylacetyl)oxy)-1,1-dimethyl-, (3R)-",201932-04-9,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,-6.5
